ticket_id,city,issue_type,ticket_status,issue_description,rating,ticket_closed_date_time,acknowledged_at,ticket_created_date_time,ticket_last_updated_date_time,address,lat,lng,location,image
929089,City of Somerville,Snow- Request DPW to Shovel Public Property,Archived,Sidewalk is clear but can't cross the street unless single file,3,02/10/2014 10:04:43 AM,,02/06/2014 06:44:14 PM,02/10/2014 10:04:43 AM,"6-8 Broadway Somerville, MA 02145, USA",42.3858706334969,-71.0779332492013,"(42.3858706335, -71.0779332492)",https://seeclickfix.com/files/issue_images/0017/5467/1391730220770.jpg
1379424,Saugus,Snow Removal,Archived,Needs sanding dead end at missed every storm,3,11/28/2014 08:21:08 AM,,11/27/2014 02:32:35 AM,11/28/2014 09:01:53 AM,"46 Evergreen Street Saugus, MA 01906, USA",42.4754201567083,-71.0062165235784,"(42.4754201567, -71.0062165236)",
857364,City of Somerville,Snow- Request DPW to Shovel Public Property,Archived,Cedar St bike lane not plowed.,2,12/23/2013 10:08:28 AM,,12/17/2013 12:48:12 PM,12/23/2013 10:08:28 AM,"29-33 Cedar Street Somerville, MA 02143, USA",42.3890423108779,-71.1146416245076,"(42.3890423109, -71.1146416245)",
1016525,Needham,"Berm Issues (Loam, Rake, Re-seed)",Archived,"loam, rake, re-seed bermalso broke a mature bush (completing an insurance claim) when piling the snow on his property.",2,04/04/2014 12:01:32 PM,04/04/2014 11:29:37 AM,04/04/2014 11:29:22 AM,04/04/2014 12:01:33 PM,"50 Fay Lane Needham, Massachusetts",42.29749,-71.227467,"(42.29749, -71.227467)",
833737,Woburn,Trees & Limbs,Archived,"""Bow"" street sign is difficult to read, due to tree limb hanging over it. Can't read at all with leaves or snow on limb.",2,12/26/2013 06:26:33 PM,11/25/2013 03:10:19 PM,11/25/2013 09:42:58 AM,12/26/2013 06:26:33 PM,"Bow Street Woburn, MA",42.4844885,-71.1406464,"(42.4844885, -71.1406464)",
895144,Malden,Winter Weather,Archived,The handicap sidewalk access ramp is blocked by snow and ice on the Southwest corner of Clifton and Dexter.,3,01/15/2014 12:12:10 PM,,01/15/2014 09:09:16 AM,01/15/2014 12:12:10 PM,"113 Dexter Street Malden, MA 02148, USA",42.4313847000515,-71.0795124,"(42.4313847001, -71.0795124)",https://seeclickfix.com/files/issue_images/0017/1628/1389794862872.jpg
858454,City of Somerville,Snow-Streets not shoveled,Archived,"The house at 76 Raymond Ave was recently sold.  There are no tenants, and the new landlord has not cleared the sidewalks during the last two storms.  Small kids that attend the West Somerville School have been walking in the middle of the street to get through.",3,12/23/2013 10:11:11 AM,,12/18/2013 05:45:16 PM,12/23/2013 10:11:11 AM,"76 Raymond Avenue Somerville, MA 02144, USA",42.4072300000093,-71.12857,"(42.40723, -71.12857)",
873899,Malden,Street Light,Open,Street lights are not installed and its a nightmare to walk up the hill without lights especially in winter (dark and snow),3,,,01/02/2014 04:30:44 AM,06/26/2014 08:09:28 PM,"31 Glen Street Malden, Massachusetts",42.43278,-71.076794,"(42.43278, -71.076794)",
494202,Boston 311,Other City Request,Archived,"On a regular basis the trash in this lot  needs to be removed, and the weeds mowed down. The fence needs to be repaired as the snow plows pushed the snow onto the fence this winter and broke it. Also, there are 2 large cement dividers in the lot. One is on the side of the lot, the other is in the middle. They should both be moved to the side of the lot, this would help the trash from blowing into the lot. Thank you.",3,09/06/2013 04:41:00 PM,04/28/2013 09:11:14 AM,04/28/2013 08:43:35 AM,04/15/2014 05:44:49 PM,"31 Waverly Street Boston, Massachusetts",42.3209535322082,-71.0804412489675,"(42.3209535322, -71.080441249)",
337154,City of Quincy,Snow Plowing,Archived,I was told by the Hannaford manager that it was the property owner's responsibility to clear the snow from the sidewalks and not Hannaford's job even though they make a lot of money from customers who use this path to enter the Hannaford Store.,3,01/02/2013 12:12:42 PM,,12/31/2012 07:04:37 PM,01/22/2013 10:30:18 AM,"511r Hancock Street Quincy, MA",42.2703962124626,-71.022486825327,"(42.2703962125, -71.0224868253)",https://seeclickfix.com/files/issue_images/0010/0001/Photo-0016.jpg
855909,Everett,Snow Removal,Archived,"Estes Court is a skating rink, elderly people living here",2,03/06/2014 03:41:49 PM,,12/16/2013 03:05:29 PM,03/06/2014 03:41:49 PM,"Estes Court Everett, MA",42.4191215,-71.0540824,"(42.4191215, -71.0540824)",
855409,City of Somerville,Snow-Streets not shoveled,Archived,2 days after the storm and still not shoveled.,3,12/23/2013 10:04:51 AM,12/16/2013 09:20:43 AM,12/16/2013 07:52:24 AM,12/23/2013 10:08:03 AM,"6 Mount Vernon Street Somerville, MA 02145, USA",42.3859035971207,-71.0789622223646,"(42.3859035971, -71.0789622224)",https://seeclickfix.com/files/issue_images/0016/7489/1387198337605.jpg
854835,Malden,Winter Weather,Archived,"Every year it snows, my street does not get plowing. We shovel it ourselves for the whole street.  I hope that someone can check this problem. Thanks.",4,12/15/2013 04:41:01 PM,,12/15/2013 10:29:00 AM,12/21/2013 06:26:45 AM,"Summit Terrace malden, ma",42.4339872,-71.0508927,"(42.4339872, -71.0508927)",
1051857,Needham,Other,Archived,Fix driveway apron damaged by snow plow.,3,05/07/2014 02:23:00 PM,04/25/2014 03:32:10 PM,04/25/2014 02:59:50 PM,05/07/2014 02:23:00 PM,"64 Gayland Rd Needham, Massachusetts",42.271953,-71.2364769,"(42.271953, -71.2364769)",
939852,Malden,Winter Weather,Archived,not the city's fault. you all did a fine job but neighbor at 70 Bainbridge just threw a bunch of snow into the street BC he can't be bothered piling it. he also never shovels his sidewalk. here.,2,02/13/2014 10:18:51 PM,,02/13/2014 07:10:45 PM,02/13/2014 10:18:51 PM,"143 Granville Avenue Malden, MA 02148, USA",42.43561,-71.0521706,"(42.43561, -71.0521706)",
1386146,Salem,Other,Archived,"Unsafe Bike Lane - with the new Salem Station, it would be nice, given the attempts at commuter safety for all using the depot, if the bike lane were safely separated from the car lane.  I realize this increases the effort of snow clearing but cyclists pay taxes also, ( and put less exhaust into the atmosphere) and there are plenty of bike friendly areas around the world who have perfected both the safety of bicyclists and made upkeep quite affordable.  Perhaps we could think outside our tiny box and explore existing options.  No need even to 'reinvent the wheel'.  So to speak.",2,12/04/2014 07:07:55 PM,,12/03/2014 09:39:19 AM,12/04/2014 07:07:55 PM,"Salem Commuter Rail Station Salem, MA 01970, USA",42.5245584668366,-70.8960711846174,"(42.5245584668, -70.8960711846)",https://seeclickfix.com/files/issue_images/0026/4355/1417559909962.jpg
941908,City of Somerville,Snow-Streets not shoveled,Archived,"Especially bad at the corner of Broadway and Endicott, wasn't properly cleared before the previous storm and is now a dangerous slippery sidewalk",3,03/17/2014 02:07:31 PM,02/18/2014 04:43:54 PM,02/15/2014 12:16:25 AM,03/17/2014 02:07:31 PM,1212 Broadway Somerville Ma,42.404167,-71.1290434,"(42.404167, -71.1290434)",
92543,Saugus,Sidewalk Repair,Archived,"As a result of this year's winter, the snow plow has broken the berm in front of 49 David Drive.  Also, the end cap is broken on the metal barrier at the end of David Drive.  Request that these two items be repaired.  Thank you.",5,09/23/2011 09:37:56 AM,04/04/2011 09:29:17 AM,04/02/2011 01:20:43 PM,07/30/2013 04:16:10 PM,"49 David Drive Saugus, MA",42.4798288,-71.0150617,"(42.4798288, -71.0150617)",
1084806,City of Chelsea,Sidewalk Conditions (other than Snow & Ice Removal),Archived,Raised sidewalk due to over growth of tree. Serious safety concern,3,06/30/2014 08:17:46 AM,05/20/2014 08:45:36 AM,05/19/2014 04:44:38 PM,06/30/2014 08:17:47 AM,"119 Addison Street Chelsea, MA 02150, USA",42.3999797705259,-71.0362001954143,"(42.3999797705, -71.0362001954)",https://seeclickfix.com/files/issue_images/0020/0067/1400532095239.jpg
877474,City of Somerville,Snow-Streets not shoveled,Archived,Sidewalk not shoveled,2,01/06/2014 09:05:43 AM,,01/04/2014 04:46:45 PM,01/06/2014 09:05:44 AM,"11 Fiske Avenue Somerville, MA 02145, USA",42.3964472099905,-71.1042561,"(42.39644721, -71.1042561)",
959003,Malden,Winter Weather,Archived,"The sidewalk in front of 211 Hawthorne St has STILL not been cleared from the last snow storm, making it a giant block of ice. This property owner is a repeat offender, please enforce the city regulations pertaining to shoveling sidewalks after a snow storm!",2,03/03/2014 08:06:18 AM,02/26/2014 08:18:54 PM,02/26/2014 08:14:04 AM,03/03/2014 08:06:18 AM,"211 Hawthorne Street Malden, MA 02148, USA",42.4346799000572,-71.081255,"(42.4346799001, -71.081255)",https://seeclickfix.com/files/issue_images/0017/9151/1393420271266.jpg
937411,Malden,Winter Weather,Archived,snow removal,2,02/12/2014 10:22:06 AM,02/12/2014 08:36:56 AM,02/12/2014 08:36:32 AM,02/12/2014 10:22:06 AM,"Emerald And Green Street Malden, MA",42.4184364,-71.0706452,"(42.4184364, -71.0706452)",
1265041,Chicopee,Other,Archived,"There is no discernible mulch under the playground d=structure.  Every year the school raises money for mulch and every year the city lays NONE, then IF they do, places it 4 days before the playground is covered in snow for 5 months. This is a lawsuit waiting to happen.",2,10/24/2014 10:32:24 AM,,08/31/2014 04:56:24 PM,10/24/2014 10:32:24 AM,"76-174 Kendall Street Chicopee, Massachusetts",42.1770128419171,-72.5962156144451,"(42.1770128419, -72.5962156144)",https://seeclickfix.com/files/issue_images/0023/6130/IMG_3475.jpg
434878,Malden,Winter Weather,Archived,Sidewalk blocked by snow in front of 112 Franklin Street.,5,04/01/2013 09:44:35 AM,,03/04/2013 09:43:47 PM,04/18/2013 02:37:12 PM,"110-114 Franklin Street Malden, MA 02148, USA",42.4260673522949,-71.05859375,"(42.4260673523, -71.05859375)",https://seeclickfix.com/files/issue_images/0010/9408/1362451179869.jpg
859249,Malden,Winter Weather,Archived,corner of Ferry and Cross.  Corner with the cape house on it.  snow and ice are about 1' deep and there is a cow path from one street corner to the other.  Snow removal on this side is always and issue the whole block up to and including the mansion.  sidewalks are never cleared to the pavement and paths are never more than a shovel width.,2,01/12/2014 09:23:59 AM,,12/19/2013 08:56:16 AM,01/12/2014 09:24:00 AM,"Ferrry St Malden, MA",42.4209001,-71.0570558,"(42.4209001, -71.0570558)",
855766,City of Somerville,Snow-Streets not shoveled,Archived,Partially shoveled on Holland and unshoveled on the Moore side of the property. Very hazardous and icy.,3,12/23/2013 10:06:49 AM,12/16/2013 01:05:05 PM,12/16/2013 01:02:08 PM,12/23/2013 10:08:36 AM,"212-230 Holland Street Somerville, MA 02144, USA",42.402237,-71.126819,"(42.402237, -71.126819)",
929935,Needham,Winter Weather Issues,Archived,Remove snow piles at intersection of Hillside Ave @ West St. Vehicles unable to see traffic - safety hazard,3,02/07/2014 08:46:02 AM,02/07/2014 08:34:40 AM,02/07/2014 08:33:12 AM,02/07/2014 08:46:45 AM,"160 West St. Needham, MA",42.2931974,-71.2369403,"(42.2931974, -71.2369403)",
859539,Everett,Parking Enforcement Issues,Archived,They should have people just park on 1 side of the street because of the snow instead of both sides. Cars and trucks just get bye with 1 sided,2,02/27/2014 08:54:24 AM,,12/19/2013 03:29:58 PM,02/27/2014 08:54:24 AM,"174 Bradford Street Everett, MA 02149, USA",42.4168082,-71.05744442,"(42.4168082, -71.05744442)",
1383461,Holyoke,Streets and Sidewalks,Acknowledged,Tree belt limb  fell after snow and is blocking sidewalk posing a hazard to pedestrians  at 138 Morgan St.,3,,12/01/2014 11:54:56 AM,12/01/2014 11:46:17 AM,12/03/2014 06:28:29 PM,"68 Fairfield Avenue Holyoke, MA 01040, USA",42.2168922424316,-72.6277313232422,"(42.2168922424, -72.6277313232)",https://seeclickfix.com/files/issue_images/0026/3756/1417452202526.jpg
878783,City of Quincy,Snow Plowing,Acknowledged,"Is it normal in Quincy for hilly residential streets to be plowed with several inches of snow left on the ground?  The attached photo looks downhill on a two-way street.  The tread mark on the left side shows a rear-wheel-drive taxi failed to go uphill after moving aside to let an oncoming car pass.  The taxi had to roll back downhill at the end.I called DPW but the man who answered the phone wasn't convinced that there was any problem with the plowing.  He insisted that someone must have shoveled snow into the road.  To me, it looked like the plow wasn't lowered enough when the plow truck came.  Is this level of ""plowedness"" normal?",7,,01/13/2014 08:41:02 AM,01/06/2014 10:54:36 AM,03/20/2014 04:15:37 PM,"52-58 Prospect Street Quincy, Massachusetts",42.2805385841548,-71.0315670316228,"(42.2805385842, -71.0315670316)",https://seeclickfix.com/files/issue_images/0016/9980/NotToBarePavement.JPG
941545,City of Chelsea,Snow Removal Issues-Business,Archived,N-star building at the corner of beacon at and chestnut street fail to clear their sidewalks on every snow storm. Please issue a citation ASAP,4,02/18/2014 03:24:00 PM,02/18/2014 12:14:27 PM,02/14/2014 04:44:14 PM,02/18/2014 03:24:01 PM,"47-55 Chestnut Street Chelsea, MA 02150, USA",42.3892157068596,-71.042444767631,"(42.3892157069, -71.0424447676)",
405431,Andover,Other,Archived,The plowing of Fosters St and Pomeroy Rd are more narrow this year.  We are left with 1 lane on a two lane road.  Can you come and widen it with a snow blower?,3,02/15/2013 11:42:29 AM,02/14/2013 01:31:56 PM,02/14/2013 11:22:45 AM,03/10/2013 11:06:53 PM,"21 Pomeroy Road Andover, MA 01810, USA",42.6077170033074,-71.138356,"(42.6077170033, -71.138356)",
709597,Woburn,Other,Archived,"SNOW PLOW TORE UP BERM DURING LAST WINTER AND CITY CAME BY TO CLEAN UP THE DEBRIS BUT, HAVE NOT YET REPLACED THE BERM AND RESIDENT SAYS MORE AND MORE OF IT IS DISAPPEARING WITH RAIN STORMS. WOULD APPRECIATE IT IF BERM ON ENTIRE STREET CAN BE REPAIRD AND/OR REPLACED",3,09/16/2013 04:02:45 PM,08/28/2013 08:13:10 AM,08/27/2013 10:28:12 AM,09/16/2013 04:02:45 PM,"8 Evangeline Lane Woburn, MA",42.496366,-71.145261,"(42.496366, -71.145261)",
879339,Fitchburg,Other City Request,Archived,My boyfriend has to clean up you're mess and go over the whole st and push the snow back!! And I watched this morning while someone sanded one side of my street not the other what's with that I took a picture it's on mayor wings timeline!!      Julie,3,01/13/2014 12:42:35 PM,01/13/2014 12:42:18 PM,01/06/2014 08:50:40 PM,01/21/2014 11:11:13 AM,"133 Southwick Street Fitchburg, MA 01420, USA",42.5657615661621,-71.8313064575195,"(42.5657615662, -71.8313064575)",
948761,Needham,Winter Weather Issues,Archived,Owner can't see coming out of driveway because the town piled the snow from Forest St in front of her house at 5 Glendale Rd. She would like the plow to reduce the size of the snow piled in front of her house and also stop pushing snow from Forest St on her side of road.,3,02/20/2014 09:57:30 AM,02/20/2014 09:54:06 AM,02/20/2014 09:52:44 AM,02/20/2014 09:57:30 AM,"5 Glendale Road Needham, MA",42.295801,-71.256848,"(42.295801, -71.256848)",
340179,Saugus,Snow Removal,Archived,There have been quite a few falls on our street (Centennial Ave) due to the lack of plowing.  Our street is covered in thick ice.  Would like it to be sanded / salted or a barrel of sand left on the streetTruck came by Friday morning (1/4/13) and sanded,4,01/08/2013 09:56:01 AM,,01/03/2013 01:50:31 PM,01/16/2013 12:59:33 PM,"7 Centennial Ave Saugus, MA",42.4616589,-71.0096873,"(42.4616589, -71.0096873)",
941380,Needham,Winter Weather Issues,Archived,He can't shovel out his mailbox because the snow is piled so high in front of it by the Town plow.,3,02/14/2014 01:50:43 PM,02/14/2014 01:42:36 PM,02/14/2014 01:42:17 PM,02/14/2014 01:50:43 PM,"51 Aldridge Road Needham, MA",42.266016,-71.241772,"(42.266016, -71.241772)",
816887,Lowell,Trash and Recycling,Acknowledged,There is an increased amount of trash and debris around both of these properties as well as an abundance of cars which park blocking the sidewalk for passage.  This is going to be a major concern once the snow arrives.  Also why is the owner of 44-46 who is an absentee landlord not required to post on the building the contact information for the owner or the property manager?  Tonight they are now out there doing construction work which I thought had limited hours in residential neighbrohoods??  Where is the city's support on these issues??,15,02/04/2014 02:58:33 PM,04/01/2014 09:03:18 AM,11/09/2013 06:19:11 PM,09/26/2014 01:00:36 PM,"40 Waugh Street And 42 44, 46 Waugh Stret, Lowell, Massachusetts",42.6334247,-71.3161718,"(42.6334247, -71.3161718)",
1016528,Needham,"Berm Issues (Loam, Rake, Re-seed)",Archived,"At corner of 58 fay Lane and Woodbine Circle, the snow plow damaged 1/2 of a 10 foot rhodadendron bush plus the bern  on Woodbine Circle.",3,04/22/2014 11:01:02 AM,04/04/2014 12:01:43 PM,04/04/2014 11:33:58 AM,04/22/2014 11:01:02 AM,"58 Fay Lane Needham, Massachusetts",42.297543,-71.227816,"(42.297543, -71.227816)",
162054,Saugus,Snow Removal,Archived,Granby St. needs to be sanded,3,05/21/2012 09:40:40 AM,03/02/2012 08:49:50 AM,03/02/2012 08:42:09 AM,08/20/2012 09:47:45 PM,"Granby St. Saugus, MA",42.471884,-71.0394857,"(42.471884, -71.0394857)",
397210,Saugus,Snow Removal,Archived,I guess I closed it too soon. The street slopes to the right and that is where the flooding was but they cleared the left side while my neighbor stood to watch. I went out to say thank you for coming so quickly and they did clean up the ice that was at the end of the driveway but did not make any place for the water to go as it keeps melting. I hope it will melt slowly so I don't get another pond,2,02/20/2013 09:37:05 AM,02/12/2013 07:47:22 AM,02/11/2013 08:43:12 PM,03/05/2013 05:13:03 AM,"9 Conrad Terrace Saugus, MA",42.4643286,-71.0196685,"(42.4643286, -71.0196685)",
877427,Boston 311,Other City Request,Archived,Hydrant is buried with snow from owners driveway,2,01/06/2014 11:58:56 AM,01/04/2014 03:10:31 PM,01/04/2014 03:07:57 PM,01/06/2014 11:58:56 AM,"549 East 7th Street Boston, Massachusetts",42.331997,-71.038493,"(42.331997, -71.038493)",
941086,Malden,Other,Archived,"During yesterday's storm, since there was no snow emergency declared, a white Honda Civic was parked on the street in front of my neighbor (209 Summer St). This forced all snow plows to veer away from the curb to go around it. This left much more snow in front of our driveways than it normally would have.It took us much more time and energy to open up our driveway this morning. We were unable to clear much snow yesterday because I had to take my wife to the ER.",5,02/14/2014 01:44:32 PM,,02/14/2014 11:15:51 AM,02/16/2014 05:00:18 PM,"207 Summer St Malden, MA",42.4338555,-71.0754379,"(42.4338555, -71.0754379)",https://seeclickfix.com/files/issue_images/0017/6782/IMG-20140214-1.jpg
928465,Malden,Trash/Recycling,Archived,4 Blue Bags put out last night only slightly snow covered but not frozen in.,2,02/06/2014 11:18:05 AM,,02/06/2014 10:47:28 AM,02/06/2014 11:18:05 AM,"35 Marshall Ave Malden, MA",42.440003,-71.046786,"(42.440003, -71.046786)",
416300,City of Quincy,Snow Plowing,Archived,The sidewalks need to be cleared and also the traffic pole needs to be cleared so that there is a proper path for pedestrians to safely cross Hancock St.,2,03/12/2013 03:18:46 PM,02/19/2013 04:47:05 PM,02/19/2013 03:14:57 PM,04/05/2013 07:57:30 PM,"1 Linden Street Quincy, MA",42.2704289430658,-71.0206799452314,"(42.2704289431, -71.0206799452)",
937832,Woburn,Other,Archived,DPW moving snow from one side of street to the other. Piled snow in front of fence and did damage to fence. Driver told her to call DPW office and let them so they could fix the fence.,2,03/04/2014 05:58:23 AM,02/21/2014 07:18:59 AM,02/12/2014 01:41:19 PM,03/04/2014 05:58:23 AM,"2 Morningside Cir Woburn, MA",42.461655,-71.173778,"(42.461655, -71.173778)",
1381672,Chelmsford,Snow Plowing/Removal,Archived,i walk daily through Chelmsford Center. Why isn't the sidewalk around the Library shoveled two days after the storm?  Why aren't businessess and homeowners required to shovel their sidewalks?  This is a public safety issue that should be followed up with citations.,4,12/03/2014 07:55:23 AM,,11/29/2014 02:11:37 PM,12/03/2014 07:55:23 AM,"Adams Street Chelmsford, Massachusetts",42.638136,-71.384919,"(42.638136, -71.384919)",
877522,City of Somerville,Abandoned Property/Illegal Dumping,Archived,abandoned car in a handicapped parking space of the low income housing  development. it's back window is gone and has been sitting outside through several rain and snow storms.,3,01/31/2014 09:34:13 AM,01/06/2014 09:08:08 AM,01/04/2014 06:17:27 PM,01/31/2014 09:34:13 AM,"35 Linden Street Somerville, MA 02143, USA",42.3769852,-71.0927648,"(42.3769852, -71.0927648)",https://seeclickfix.com/files/issue_images/0016/9803/IMG_20140104_181233.jpg
878964,Malden,Storm Water Flooding,Archived,Clear the basin of snow and ice in the area of 49 James Street to prevent flooding.  The resident was unable to because it was still frozen.,3,01/09/2014 08:42:07 AM,,01/06/2014 12:55:36 PM,01/09/2014 08:42:07 AM,"49 James Street Malden, MA",42.4179661,-71.0675316,"(42.4179661, -71.0675316)",
936657,Revere,Sidewalk,Archived,"The sidewalk from the police station to the beachmont mbta station is very difficult to walk on and needs to be better cleared. Today a father pushed his child in a carriage on the street basically in traffic. The melting snow is also going onto the street and freezing. There was a jeep that lost control right near Dimino's today. It appears the driver may have hit an ice patch, but I am unsure. I'm not sure if that sidewalk is public or private property, but the path needs to be addressed. Thank you",3,02/12/2014 08:38:44 AM,,02/11/2014 07:16:43 PM,02/13/2014 08:58:49 AM,"400 Revere Beach Parkway Revere, MA",42.4017565,-70.9997596,"(42.4017565, -70.9997596)",
857954,Needham,Winter Weather Issues,Archived,The snow from the road was plowed by the Town into a pile blocking the mailbox at 296 Bridle Trail Rd.  Please send hand crew or plow to remove it. Thank you.,2,12/18/2013 12:38:12 PM,12/18/2013 09:15:44 AM,12/18/2013 09:03:13 AM,12/18/2013 12:38:13 PM,"296 Bridle Trail Rd Needham, MA",42.2692369,-71.257665,"(42.2692369, -71.257665)",
821547,Needham,Tree Issues,Archived,Please evaluate the condition of the tree at the corner of Douglas and Great Plain Ave (actually on GPA). The tree hangs over the roadway and with strong winds or heavy snow they are worried if it will fall onto the roadway.,3,11/15/2013 03:41:46 PM,11/14/2013 04:55:08 PM,11/14/2013 04:54:10 PM,11/15/2013 03:41:46 PM,"Douglas & Great Plain Ave Needham, MA",42.2724326,-71.2108021,"(42.2724326, -71.2108021)",
933823,City of Somerville,Snow-Streets not shoveled,Archived,"No shovelling done at all, hasn't been shovelled for any of the snow we've gotten in the past week or so.",3,03/17/2014 02:14:36 PM,02/18/2014 04:14:59 PM,02/10/2014 10:42:39 AM,03/17/2014 02:14:36 PM,20 Endicott Avenue Somerville Ma,42.4035743,-71.1297268,"(42.4035743, -71.1297268)",
859285,Everett,Snow Removal,Archived,"On the evening of Tuesday, 12/17, plows cleared the left 2 lanes of Route 99 south of Sweetser Circle at Route 16, and filled the bike lane with large piles of snow and ice.This is only a problem on the southbound side, and only an issue between Route 16 and the Boston/Everett line near Dexter Street.",2,12/20/2013 09:01:15 AM,,12/19/2013 09:56:32 AM,12/20/2013 09:01:15 AM,"60-78 Broadway Everett, Massachusetts",42.3972838031607,-71.0647837835327,"(42.3972838032, -71.0647837835)",
892825,Holyoke,Other,Archived,[removed]. There's junk all over the front porch and in the yard. Broken branches from the October snow storm years ago all over the back yard and in the power lines. Over grown vines on fence and through porches. I noticed someone on here posted but it did not get cleaned up.,3,01/14/2014 04:35:00 PM,01/14/2014 12:22:40 PM,01/14/2014 12:17:20 PM,01/14/2014 04:35:51 PM,"25-27 Royal Avenue Holyoke, MA 01040, USA",42.203471,-72.634097,"(42.203471, -72.634097)",
1024412,City of Chelsea,Sidewalk Conditions (other than Snow & Ice Removal),Archived,A recent inspection by property insurer has indicated a trip hazard due to sidewalk being cracked and uneven in front of 994-96-98 Central Ave.,2,04/23/2014 01:30:49 PM,,04/09/2014 11:25:46 AM,04/23/2014 01:30:49 PM,"94-96-98 Central Ave Chelsea, Massachusetts",42.3894578,-71.031658,"(42.3894578, -71.031658)",https://seeclickfix.com/files/issue_images/0018/8516/96C.jpg
858401,Woburn,Trees & Limbs,Archived,MRS. WIGTON CALLED TO SAY THAT SIDEWALK PLOW CANNOT PROPERLY MOVE SNOW IN FRONT OF HER PROPERTY DUE TO TREE AND BUSH BRANCES THAT PREVENT THEM FROM GETTING BY. SHE WANTS ALL THIS BRUSH TRIMMED BACK BEFORE NEXT SNOWFALL,2,12/19/2013 03:20:48 PM,,12/18/2013 04:03:10 PM,12/19/2013 03:20:48 PM,"51 Wyman Street Woburn, MA",42.4917445,-71.1613584,"(42.4917445, -71.1613584)",
857713,City of Chelsea,Other,Archived,"Neighbor operating snow blower way past 8pm. I UNDERSTAND that there's a lot of snow on the ground, but common courtesy would dictate not to use (loud) snow blower at 11pm. I get that it's desirable to want to clear out the snow ASAP, but 11pm is unnecessary and rude.",3,12/19/2013 02:07:20 PM,,12/17/2013 11:50:12 PM,12/24/2013 10:08:23 AM,"Lisa Lane Chelsea, MA 02150, USA",42.4023362000008,-71.014228,"(42.4023362, -71.014228)",
498296,Randolph,Other,Archived,During the winter storms the sidewalk and curb across from my home got ripped up/destroyed by the snow plows.  There are huge chunks falling into the street.,4,07/09/2013 01:29:41 PM,05/01/2013 10:14:57 AM,04/30/2013 09:13:26 PM,07/26/2013 04:57:57 PM,"6 Essiembre Rd Randolph, Massachusetts",42.1797393,-71.0428998,"(42.1797393, -71.0428998)",
114961,Saugus,Snow Removal,Archived,Last winter all of the fire hydrants were covered in snow by the plows.  Towards the end of the season there was a fire truck that had come up to shovel out some of the hydrants.  The one closest to my area was never reached...it was buried in about 20 feet of snow.  Maybe there should be reflectors placed on the hydrants so the plows will know to shovel around it instead of pile the snow on top of it.,2,07/25/2011 01:08:25 PM,07/25/2011 07:39:38 AM,07/23/2011 08:43:44 AM,08/05/2012 05:12:36 AM,"Birch Pond Saugus, MA",42.4784409,-71.0014881,"(42.4784409, -71.0014881)",
1379077,Westborough,Other,Acknowledged,"Wednesday 26 November 2014 at approx. 6:35 PM: the second of two snow plows working together knocked over (to an angle of approx. 30 degrees above the horizontal) my mailbox and supporting post, which, as a unit, had been installed several years ago according to USPS specifications and has withstood plowing in past conditions with worse visibility.  I would think that any DPW driver operating more than a few times on Hopkinton Road would be aware of the location of this mailbox; the DPW even relocated it when repairing a water main break in front of my property.  From my living room window, I saw the incident as it occurred: I believe that the plow driver was operating at excessive speed for safely plowing the heavy wet slushy snow.  To avoid interruption of my mail delivery, please examine the damage, discuss with me, and effect repair immediately.  Thank you.",3,,12/01/2014 03:15:29 PM,11/26/2014 08:31:27 PM,12/16/2014 10:55:08 AM,"20 Hopkinton Road Westborough, Massachusetts",42.2582052539205,-71.6017352597412,"(42.2582052539, -71.6017352597)",
150553,City of Quincy,Sidewalk/Street Repair,Acknowledged,"How much longer must we endure this horrible paving patch job?  The street was torn up before Thanksgiving and has yet to be repaved.  Every heavy rain storm loosens up the pavement.  Just imagine what the snow and plows will bring? It's illogical to wait until spring.  I expect we'll be re-routed again, as we were during the long weeks of construction before?  This has been a nightmare for all of Hough's Neck!",8,,01/17/2012 09:45:38 AM,01/13/2012 11:11:07 PM,05/15/2012 05:57:39 PM,"Sea Street Quincy, MA",42.2620707,-70.973991,"(42.2620707, -70.973991)",
1174880,Stoneham,Sidewalks,Archived,Street cut up by snow plows. Needs to be filled with topping. Being a street used by school kids it is dangerous. I have seen many kids trip while they walk to school.,6,12/03/2014 02:16:48 PM,07/09/2014 01:31:15 PM,07/09/2014 01:10:37 PM,12/03/2014 02:16:48 PM,"22 Stevens Stree Stoneham, Massachusetts",42.4796683,-71.0895833,"(42.4796683, -71.0895833)",
856997,Lowell,Traffic Concern,Archived,"This street is congested with cars from folks who use the commuter rail instead of paying to park in the LRTA garage.  Lowell Police will have a super payday during this snow ban if they ticket these cars.  Maybe that will teach them to not park there during snow storms, and make it easier for the residents to leave their driveways without risking their lives to oncoming traffic.",3,12/17/2013 09:08:03 AM,,12/17/2013 08:53:49 AM,12/19/2013 11:57:31 AM,"Highland Street Lowell, MA",42.6365491,-71.3108558,"(42.6365491, -71.3108558)",
857127,Needham,Winter Weather Issues,Archived,"Please remove portions of snow banks to allow for access to sidewalks from all crosswalks in town square, Highland Ave, Chapel ST and Great Plain Ave,  for pedestrian access until snow removal operations commence.",3,12/17/2013 11:21:13 AM,12/17/2013 11:17:39 AM,12/17/2013 11:17:18 AM,12/17/2013 11:21:14 AM,"1352-1400 Highland Avenue Needham, Massachusetts",42.2821871700595,-71.2360521338684,"(42.2821871701, -71.2360521339)",
